menuID,menuName,menuDisplayName,menuDescription,categoryID,categoryName,categoryDisplayName,categoryDescription,dishID,dishName,dishPrice,dishType,dishDescription,displayName,printName,tags
,Menu,,,,Specials,,,,Combo Six,40.00,standard,"Four Egg burger/Cheese burger, Two chips and one 1.5 litre drink.",,,
,Menu,,,,Specials,,,,Combo Seven,13.00,standard,"Cheeseburger, chips and a can of drink.",,,
,Menu,,,,Specials,,,,Combo Eight,18.00,standard,"Nachos, chips and a can of drink.",,,
,Menu,,,,Desserts,,,,BAKLAVA,6.90,standard,"TURKISH SWEET DISH WITH PISTACHIOS 
2 PIECES",,,
,Menu,,,,Desserts,,,,BAKLAVA,19.90,standard,"TURKISH SWEET DISH WITH PISTACHIOS
6 PIECES",,,
,Menu,,,,Desserts,,,,Nutella and Cheese Toastie,6.00,standard,"Rich, sweet Nutella paired with melted cheese on toasted bread.",,,
,Menu,,,,Desserts,,,,Donuts with chocolate dip,10.00,standard,6 fried donuts with chocolate dip,,,
,Menu,,,,Toastie,,,,Cheese and onion,5.00,standard,,,,
,Menu,,,,Milk shakes and thick shakes,,,,Banana Shake,6.90,standard,,,,
,Menu,,,,Milk shakes and thick shakes,,,,Lime shake,6.90,standard,,,,
,Menu,,,,Milk shakes and thick shakes,,,,Caramel shake,6.90,standard,,,,
,Menu,,,,Milk shakes and thick shakes,,,,Chocolate shake,6.90,standard,,,,
,Menu,,,,Milk shakes and thick shakes,,,,Vanilla Shake,6.50,standard,"Creamy and smooth, a classic milkshake flavour.",,,
,Menu,,,,Milk shakes and thick shakes,,,,Strawberry Shake,6.90,standard,,,,
,Menu,,,,Milk shakes and thick shakes,,,,RASPBERRY,6.90,standard,,,,
,Menu,,,,Combos,,,,Kebab wrap with 2 Drums and a can drink.,24.50,standard,"Choose your favourite meat , salads and sauces 
Comes with 2 seasons fried drums with a can drink",,,
,Menu,,,,Combos,,,,Fish and fried chicken combo ( 4 pieces ),22.50,standard,"2 Crispy battered Hoki fish , 2 seasoned fried drums and a regular chips with a can drink",,,
,Menu,,,,Combos,,,,Kebab wrap combo with regular fries and 750ml Milkshake,24.50,standard,"Kebab wrap with your choice of meat, served with regular fries and a refreshing can drink.",,,Popular
,Menu,,,,Combos,,,,Meat on rice with regular fries and 750ml Milkshake,26.50,standard,"Savor your choice of meat on rice, paired with regular fries and a refreshing 750ml milkshake.",,,
,Menu,,,,Combos,,,,"2 Hoki fish, 2 sausage and large chips with a can drink",22.50,standard,"2 Pieces of battered fish, 2 sausages and a crispy fries with seasoning salt served with Tartare sauce 
And a can drink",,,
